"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Northern Mariana Islands","MNP","Rural population","SP.RUR.TOTL","4868","4842","4773","4684","4607","4546","4511","4491","4299","4101","3890","3678","3468","3255","3080","2902","2704","2502","2328","2213","2198","2339","2532","2768","3041","3337","3665","4012","4328","4556","4698","4808","4805","4746","4721","4790","4916","5114","5346","5542","5658","5695","5657","5564","5451","5339","5232","5127","5028","4947","4885","4846","4829","4826","4826","4821","4808","4791","4768","4744","",
"Mozambique","MOZ","Rural population","SP.RUR.TOTL","6691412","6824419","6963324","7107722","7256036","7407333","7561678","7719369","7880324","8044388","8211597","8374203","8532694","8696377","8871093","9060358","9264100","9477937","9694508","9904560","10099893","10239180","10357084","10440195","10466242","10425185","10305638","10124870","9931854","9790786","9740469","9931116","10219202","10565663","10914467","11226157","11489443","11718247","11981284","12257169","12558110","12887066","13236798","13601942","13973624","14345952","14717711","15092430","15408276","15722255","16041474","16366221","16696263","17033667","17380937","17739553","18110056","18491502","18880955","19273930","",
"Mauritania","MRT","Rural population","SP.RUR.TOTL","791878","810482","829272","848203","867271","886432","905609","924679","943488","961924","979763","996907","1013244","1028772","1043341","1056907","1069276","1081963","1095194","1107551","1118951","1129424","1138737","1146661","1152827","1157126","1159392","1159720","1166561","1200099","1234380","1269471","1305406","1342160","1379722","1418140","1457388","1497639","1539242","1582701","1628342","1658841","1681306","1704260","1727425","1750676","1773849","1796932","1819919","1843096","1866319","1889542","1912582","1935240","1957468","1979086","2000078","2020347","2039970","2058875","",
"Mauritius","MUS","Rural population","SP.RUR.TOTL","427846","436849","444336","450826","456372","461084","465009","468241","470840","472901","474487","475625","476298","485328","494671","504488","514678","525140","534083","545530","556912","567354","576486","583976","586967","588590","589878","591054","591840","593079","593973","601736","611050","619687","629793","636613","644552","654086","662415","672335","680434","687159","693296","699690","705459","711012","715718","720361","724365","727675","730796","733358","736801","739811","742551","744937","746586","748132","749148","749731","",
"Malawi","MWI","Rural population","SP.RUR.TOTL","3499311","3579516","3662831","3749250","3838817","3931541","4027644","4122097","4218657","4317668","4419062","4522684","4628756","4738356","4852703","4972750","5101167","5237988","5387612","5538360","5684775","5818405","5943464","6084076","6272952","6529593","6869086","7274847","7692354","8055205","8317340","8459353","8502541","8490908","8487814","8538750","8656783","8827614","9034490","9278057","9519924","9751725","9981682","10215154","10460991","10725241","11008962","11309182","11623954","11948322","12279575","12617250","12961589","13310371","13661711","14013642","14365384","14716853","15070382","15429446","",
"Malaysia","MYS","Rural population","SP.RUR.TOTL","5986922","6124725","6267613","6411054","6548759","6676879","6793927","6901423","7001290","7096686","7189717","7271227","7349003","7425780","7503250","7582880","7665875","7752080","7838141","7920151","7996818","8083692","8165526","8247750","8337685","8440111","8555961","8682311","8812190","8937667","9052053","9153294","9156620","9136664","9109340","9078468","9044089","9005269","8957319","8896372","8819152","8790867","8749881","8698924","8641905","8582206","8520092","8454325","8381881","8299711","8205153","8134293","8059147","7977224","7891641","7805973","7720297","7637218","7555510","7474011","",
"North America","NAC","Rural population","SP.RUR.TOTL","59749395","59956745","60041554","60067937","60063336","59974259","59835549","59698724","59498919","59271021","59321168","60046630","60703142","61305585","61900765","62546819","63168377","63784951","64431015","65107079","65640207","65941834","66195054","66411434","66599021","66795522","67021166","67282921","67551367","67878213","68141592","68027002","67871991","67666050","67397977","67101347","66776031","66440355","66063725","65671280","65390600","65439773","65532042","65570585","65646334","65725505","65825444","65883493","65944117","65966142","65958722","65861785","65802573","65697299","65595657","65460301","65327569","65124234","64856098","64537275","",
"Namibia","NAM","Rural population","SP.RUR.TOTL","520574","530240","540419","550967","561832","573016","584381","595949","608010","620955","635239","652327","670584","689229","707184","723728","738741","752561","765684","778834","792597","806868","822076","838981","858773","882244","909847","940945","973854","1006313","1036621","1064195","1087113","1106874","1125163","1142550","1159108","1174648","1189030","1202052","1213615","1223720","1226338","1226894","1227329","1228275","1229905","1232040","1234271","1236119","1237083","1237148","1235817","1233880","1231608","1229214","1227101","1225207","1223344","1221272","",
"New Caledonia","NCL","Rural population","SP.RUR.TOTL","49486","49710","49853","49977","50075","50095","50357","50522","50590","51540","54620","57574","59222","59628","59760","59406","59130","59484","59605","59501","59625","60181","60907","61663","62657","63581","64537","65588","66628","67704","69083","70638","72168","73791","75516","76968","78087","78879","79650","80424","81200","81983","82766","83389","83857","83691","83366","83005","82610","82088","82163","82498","82818","83105","83280","83412","83460","83387","83278","83163","",
"Niger","NER","Rural population","SP.RUR.TOTL","3192453","3280772","3372934","3462774","3554518","3647605","3741978","3834038","3926821","4020185","4113978","4208000","4302276","4397426","4494123","4592873","4693754","4796632","4916394","5048766","5183902","5321989","5463613","5608755","5757641","5910688","6067922","6230115","6400392","6590723","6793064","7008208","7236436","7477196","7729712","7993385","8268591","8556101","8856292","9169873","9497431","9840593","10208501","10592560","10993348","11411581","11847273","12301371","12775838","13272585","13793396","14339431","14910235","15505085","16119596","16751993","17402336","18070468","18756694","19460484","",
"Nigeria","NGA","Rural population","SP.RUR.TOTL","38182622","38862446","39571833","40305876","41060046","41831249","42619500","43429921","44266211","45134444","46039715","46897008","47783887","48721701","49734625","50838862","52043399","53335091","54673553","56005643","57292461","58337386","59318017","60258392","61190821","62141465","63112062","64091043","65067420","66026104","66953395","68195447","69435102","70676604","71925074","73183574","74452431","75736394","77035087","78349091","79680157","80667244","81648221","82627831","83611782","84604900","85604232","86605462","87604185","88601031","89586007","90574973","91564439","92550832","93526351","94484916","95429242","96354756","97263561","98156651","",
"Nicaragua","NIC","Rural population","SP.RUR.TOTL","1071307","1097318","1123376","1148181","1166668","1185038","1203181","1221104","1238907","1256776","1274730","1295632","1328911","1363126","1398263","1434360","1471312","1508986","1547120","1585292","1623224","1660917","1698228","1734850","1770268","1804284","1836517","1867220","1897119","1927279","1958384","1990735","2023824","2056899","2088800","2119675","2153293","2185144","2215389","2244171","2271808","2298178","2323436","2347954","2372267","2396559","2418778","2441289","2463916","2486606","2509182","2531636","2554000","2576240","2598376","2620295","2641996","2662548","2681765","2699365","",
"Netherlands","NLD","Rural population","SP.RUR.TOTL","4623139","4653157","4698192","4740078","4781723","4825313","4865910","4898433","4926402","4960471","4998580","5025388","5033943","5033026","5029686","5031535","5027799","5014415","5001864","4992711","4988512","4971706","4936304","4896872","4858219","4822960","4791802","4764231","4737105","4707697","4682215","4622058","4521389","4418916","4313040","4203458","4093839","3988053","3887534","3790157","3695515","3557438","3373027","3189732","3009850","2834761","2674876","2532774","2400728","2266647","2137737","2023367","1912076","1817063","1738782","1664686","1594889","1528626","1466411","1408121","",
"Norway","NOR","Rural population","SP.RUR.TOTL","1793484","1768874","1722919","1675534","1627578","1579815","1532017","1484675","1437289","1389753","1341169","1318056","1308707","1298447","1287119","1274846","1261514","1247652","1233268","1218456","1203419","1197646","1196662","1195222","1193177","1191357","1190196","1190337","1191327","1190803","1189479","1181991","1171688","1161607","1151241","1142673","1136431","1124372","1106670","1090090","1076934","1066238","1055893","1046082","1037818","1032150","1027679","1024994","1023926","1022966","1021756","1017612","1010038","1001397","991897","981114","969171","956662","942971","929678","",
"Nepal","NPL","Rural population","SP.RUR.TOTL","9753394","9900620","10056300","10217234","10385499","10562854","10750207","10947796","11155204","11371801","11596954","11830407","12054900","12286837","12525909","12772165","13025129","13284743","13550916","13823319","14101753","14387415","14688772","14995471","15304112","15613155","15919114","16223667","16536203","16869638","17231587","17624079","18027830","18441182","18845706","19227947","19583097","19912093","20213463","20487288","20733719","20951415","21204698","21434615","21646859","21844466","22036261","22219146","22371924","22465495","22483637","22415188","22277972","22122481","22014709","22001852","22097328","22285143","22543325","22843197","",
"Nauru","NRU","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"New Zealand","NZL","Rural population","SP.RUR.TOTL","569279","568025","567559","563832","560592","554829","550673","548852","542008","535289","531054","528062","527958","528859","530357","531095","527914","526440","523456","518332","515870","515265","519115","524941","528179","530154","526550","523085","516544","511178","508061","526013","526117","526757","528375","530696","533676","537663","539403","539177","539268","539389","546433","554908","560764","564649","569106","576971","584445","592898","602137","609376","610037","612077","618686","627727","638275","648806","651695","658140","",
"OECD members","OED","Rural population","SP.RUR.TOTL","305224394","305927107","306006263","305826494","305533585","305147270","304503607","303538376","302270114","301617954","300708896","300608510","300618246","300383899","300376281","300334540","300530388","300826594","301062257","301345427","301550554","301202669","300875068","300537306","300146902","299728294","299272484","298558456","297855098","297461966","296967388","296622805","296395747","295946592","295263878","294515312","293907313","293358135","292702668","292011605","291262215","289247087","286547997","284000470","281574753","279242917","277257698","275473704","273832844","272078358","270221816","268721171","267874334","267100868","266380290","265555558","264694574","263637144","262425395","261050799","",
"Oman","OMN","Rural population","SP.RUR.TOTL","461255","466178","471121","476026","480779","485394","489885","494386","498993","503873","509121","514638","520501","527212","535287","544990","556100","568221","580826","593378","605332","616749","627187","635709","641162","643136","640960","635262","627714","620444","614286","609869","605950","599998","608260","624494","634114","638280","639327","640641","644807","652940","664757","679843","688976","693105","697656","703429","713050","729861","755462","774316","784818","795052","799612","795860","783863","767080","746686","724209","",
"Other small states","OSS","Rural population","SP.RUR.TOTL","6636967","6713439","6790007","6866804","6942715","7017553","7092643","7173315","7255282","7337925","7421492","7506094","7596011","7691496","7778717","7863394","7945028","8032095","8120434","8218440","8322252","8432531","8549058","8678187","8807948","8939996","9070648","9195494","9311820","9420073","9515091","9607041","9718371","9827935","9939007","10038526","10133831","10229449","10322808","10414837","10495988","10560890","10619395","10672686","10729542","10791206","10860579","10917042","10972369","11025846","11077725","11126383","11187081","11257537","11330228","11407196","11486866","11569711","11652419","11729889","",
"Pakistan","PAK","Rural population","SP.RUR.TOTL","35044390","35700093","36460661","37257254","38086223","38946650","39838465","40763376","41718793","42702168","43712945","44750684","45819812","46901157","48027193","49216643","50468639","51783143","53164632","54619364","56147611","57783345","59554314","61384677","63251625","65138833","67043052","68964166","70891610","72817260","74733493","76630022","78510965","80404597","82349795","84371245","86480356","88662973","90904566","93179311","95395819","97542768","99630010","101684618","103741796","105829500","107953132","110103932","112275602","114454984","116631399","118801037","120968850","123148456","125349873","127581406","129844974","132134976","134404267","136637556","",
"Panama","PAN","Rural population","SP.RUR.TOTL","665647","678641","691480","704469","717502","730553","743530","756401","769198","781974","795498","814074","832854","851751","870612","889357","907889","926288","944492","962581","980400","997061","1013528","1029845","1045988","1062043","1077946","1093757","1109453","1125106","1139032","1141534","1143492","1145024","1146091","1146798","1147094","1147073","1146521","1145366","1145525","1158711","1171687","1184428","1197009","1209468","1221814","1234067","1246143","1258058","1269841","1281072","1291778","1302054","1311973","1321665","1331146","1340245","1348754","1356355","",
"Peru","PER","Rural population","SP.RUR.TOTL","5401351","5495131","5534470","5571859","5606084","5636927","5663568","5686073","5704606","5720398","5733065","5742646","5753210","5818860","5882631","5944542","6003927","6061265","6115988","6167665","6216416","6262154","6336844","6410288","6481968","6551939","6619989","6685974","6749011","6808687","6863995","6914370","6959635","7001606","7031157","7058663","7085287","7109993","7128836","7137368","7133072","7115746","7086903","7048622","7004395","6957062","6907204","6855749","6840104","6840847","6841823","6842875","6844395","6851292","6868726","6899488","6946296","7005789","7067386","7120114","",
"Philippines","PHL","Rural population","SP.RUR.TOTL","18310793","18861989","19425026","19996372","20569635","21141195","21709386","22275986","22844537","23420923","23995927","24507613","25024891","25547035","26070076","26604532","27201089","27802843","28411905","29031688","29619427","29985389","30342793","30691120","31027434","31352429","31662351","31956084","32229656","32480228","32813100","33693857","34580949","35474573","36377897","37292617","38217786","39151857","40095138","41048084","42010259","42983515","43965717","44947727","45917349","46866521","47789467","48690225","49582477","50484930","51369759","52064650","52774797","53486543","54183617","54851133","55486117","56076281","56624705","57140712","",
"Palau","PLW","Rural population","SP.RUR.TOTL","4219","4310","4395","4471","4537","4591","4632","4660","4684","4714","4758","4821","4901","4979","5023","5015","4952","4843","4715","4615","4562","4493","4453","4441","4432","4413","4400","4443","4480","4524","4579","4638","4703","4772","4836","4904","5048","5212","5371","5524","5667","5798","5921","6022","5884","5706","5489","5239","4977","4734","4522","4346","4199","4074","3963","3858","3762","3675","3594","3517","",
"Papua New Guinea","PNG","Rural population","SP.RUR.TOTL","2171828","2204625","2238617","2273950","2310832","2349484","2389782","2422521","2454065","2483661","2510486","2533861","2588389","2645235","2704152","2765350","2828716","2894229","2961991","3032312","3105270","3182374","3262451","3344350","3427036","3509767","3592309","3674863","3757507","3840362","3923740","4025410","4128727","4234161","4343196","4456670","4575514","4699144","4825489","4951624","5075471","5187053","5295799","5405252","5520123","5643486","5776750","5918437","6065458","6213312","6358752","6500814","6640345","6777603","6914610","7052791","7192295","7332478","7472950","7613275","",
"Poland","POL","Rural population","SP.RUR.TOTL","15443482","15423370","15479763","15562999","15654736","15682854","15673858","15697376","15719100","15712366","15638034","15517086","15429055","15351984","15280453","15211597","15141165","15063720","14958284","14905343","14910549","14912632","14915727","14920566","14919234","14902331","14866334","14812582","14735285","14719583","14760306","14795540","14824105","14844565","14858578","14861776","14855705","14848040","14836338","14817709","14646934","14625682","14608969","14641519","14675719","14712016","14745032","14779722","14824820","14877599","14877776","14928409","14976333","15014846","15051507","15088963","15120448","15150057","15167875","15174300","",
"Pre-demographic dividend","PRE","Rural population","SP.RUR.TOTL","162343118","165355239","168474841","171686879","174981916","178368996","181917079","185581389","189323304","193168008","197159865","201136619","205186075","209388658","213835363","218521388","223469399","228703139","234083751","239635751","245112107","250230997","255191532","260032278","264823506","269683119","274702033","279873026","285345785","291258177","297418973","304419991","311889510","319622477","327630408","335534612","343230068","350704602","358194357","365927310","374068566","382230133","390733519","399393996","408159424","416895268","425706561","434966774","443806702","452818518","462010989","471415535","481150044","491033160","500969204","510890319","520775934","530617667","540409598","550155888","",
"Puerto Rico","PRI","Rural population","SP.RUR.TOTL","1307582","1297458","1290658","1284223","1273815","1257467","1235821","1208703","1179241","1152118","1132645","1126145","1123324","1122324","1119990","1114666","1106837","1096732","1084657","1071511","1031210","915308","806057","704908","612522","529615","455619","390306","333043","283432","249641","245572","241390","237755","234354","230967","228098","224814","220778","216681","213889","216410","218792","220995","223184","225002","226182","227018","227833","228763","229804","229075","228028","226867","224429","221453","217959","213251","205077","205163","",
"Korea, Dem. People’s Rep.","PRK","Rural population","SP.RUR.TOTL","6832228","6863803","6869447","6863321","6865627","6889721","6936269","6997317","6939458","6779743","6599963","6708417","6812473","6907387","6986691","7046962","7161583","7259481","7347501","7435466","7530492","7615741","7708026","7804920","7901738","7995643","8085700","8173093","8260152","8350192","8445157","8546408","8651545","8755994","8860135","8959607","9045060","9118149","9182600","9243984","9306453","9370939","9436141","9499840","9557883","9608280","9649849","9684524","9714333","9723701","9726985","9731923","9737216","9742928","9747967","9751936","9750821","9745279","9734737","9718749","",
"Portugal","PRT","Rural population","SP.RUR.TOTL","5761501","5773339","5781154","5770307","5738993","5681173","5604196","5534506","5476514","5393520","5312077","5255663","5213556","5181155","5219177","5385244","5503181","5524194","5545792","5566724","5587795","5593505","5576561","5550813","5520219","5483117","5435735","5381914","5323719","5263530","5199759","5132609","5062834","5003363","4950901","4901898","4853841","4809043","4766554","4726461","4692296","4658665","4619439","4571864","4517810","4461605","4404945","4349078","4290949","4231103","4169291","4099817","4020561","3936962","3855050","3779248","3708283","3640950","3577639","3515838","",
"Paraguay","PRY","Rural population","SP.RUR.TOTL","1226755","1257361","1288864","1320348","1352292","1384997","1418595","1453030","1487945","1522853","1557492","1591767","1625922","1651075","1676588","1703187","1730914","1759783","1789950","1821771","1855269","1890598","1927443","1959306","1991091","2022540","2053377","2083518","2112607","2140538","2166865","2191488","2214240","2239312","2263616","2286627","2308233","2328415","2346848","2363371","2377821","2390361","2400872","2423478","2446658","2467495","2485913","2502184","2516927","2531112","2545381","2559940","2574577","2591285","2608529","2625333","2641608","2657553","2672175","2685486","",
"West Bank and Gaza","PSE","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","638796","657500","676641","696293","716420","737055","758154","779829","790656","804767","819109","833714","848526","863610","878906","894481","910309","926356","944546","962006","978760","994782","1010163","1024762","1038634","1051809","1064347","1073875","1089088","1103858","",
"Pacific island small states","PSS","Rural population","SP.RUR.TOTL","670858","688891","707798","727070","746000","764063","781129","798172","814537","830176","845500","860646","875538","890286","905990","922247","938576","955914","973955","992774","1012451","1032960","1054234","1075358","1094961","1112181","1126469","1135278","1142489","1150431","1160428","1172583","1186327","1200840","1214824","1227867","1239008","1251262","1263025","1274225","1284544","1294758","1305535","1316527","1327628","1339289","1351210","1363395","1375086","1386637","1398280","1409915","1421594","1433605","1446174","1459545","1473807","1488845","1504368","1520199","",
"Post-demographic dividend","PST","Rural population","SP.RUR.TOTL","277164775","277163659","276494103","275533618","274425962","273106806","271612530","269806436","267700582","266236899","264603570","263765339","262962853","261907090","261081260","260232112","259569510","259004567","258407308","257838468","257147987","256291482","255654393","255036175","254433761","253883029","253147136","252083038","251160012","250665145","250118595","249367397","248658838","247832647","246740784","245532149","244415651","243369200","242264930","241137604","240132166","237734846","234740312","231886005","229178969","226567018","224324538","222299912","220441515","218491339","216530480","214873710","213897114","213011311","212142434","211190607","210202069","209006434","207689070","206270604","",
"French Polynesia","PYF","Rural population","SP.RUR.TOTL","45065","45827","46713","47428","47969","48421","48766","49019","49211","49380","49544","50096","51263","52453","53636","54787","55900","57116","58988","60896","62849","64843","66877","68930","71065","73227","75405","77583","79739","82021","84256","86359","88355","90315","92360","94562","96948","99174","101416","103640","105789","107850","109827","110578","110509","110196","109619","108806","107827","106786","105737","104699","103675","103852","104245","104653","105069","105516","105979","106417","",
"Qatar","QAT","Rural population","SP.RUR.TOTL","6977","7357","7820","8332","8932","9533","10122","10712","11327","12002","12754","13613","14775","15989","17156","18225","19135","19946","20855","22138","23788","26004","28657","31515","34277","36718","38183","37757","36948","35795","34359","32697","30898","29071","27309","25682","24266","23238","22680","22221","21856","21489","21200","21354","21922","22535","23819","25380","26736","27538","27826","28461","28615","28389","27838","27068","26146","25122","24062","22996","",
"Romania","ROU","Rural population","SP.RUR.TOTL","12110087","12080581","12030313","11977238","11921130","11857243","11847286","11948119","12012953","12041101","12085640","12109565","12122296","12121991","12128723","12173328","12211371","12196032","12150355","12070684","11976387","11896080","11800888","11684072","11563433","11448111","11336893","11228468","11116099","11000766","10854514","10596632","10433628","10454264","10473627","10487165","10491599","10495945","10508454","10526353","10547299","10434781","10261140","10158919","10073097","9983156","9896426","9723952","9536351","9430554","9348183","9275922","9231911","9205089","9178039","9137575","9082745","9022689","8957760","8887751","",
"Russian Federation","RUS","Rural population","SP.RUR.TOTL","55475143","55009623","54530929","54036643","53529836","53013631","52200695","51383521","50561694","49741704","48939317","48162739","47384351","46607946","45831223","45054966","44336325","43620050","42902521","42367388","42049135","41712214","41358307","40990219","40686607","40391011","40068987","39738044","39385579","39296740","39368740","39489185","39533441","39518242","39512122","39509505","39459487","39400215","39340974","39226849","39068066","38908572","38737259","38515588","38295974","38085588","37896710","37767668","37686839","37635362","37587981","37552971","37531739","37508423","37465023","37393138","37292301","37147222","36938654","36689646","",
"Rwanda","RWA","Rural population","SP.RUR.TOTL","2859257","2918749","2970201","3019523","3074904","3142283","3223955","3318166","3421618","3529240","3637348","3742288","3848030","3956441","4069889","4190205","4317664","4451757","4592683","4747003","4910024","5074194","5237692","5410984","5608409","5836043","6113380","6427559","6714643","6888248","6894116","6694956","6280807","5805688","5432272","5262359","5329176","5619596","6040649","6446260","6749500","6928246","7013252","7110659","7212821","7345158","7513476","7704545","7912507","8126547","8339277","8549847","8762246","8979311","9203075","9435874","9678584","9929202","10184652","10440846","",
"South Asia","SAS","Rural population","SP.RUR.TOTL","476925528","486226857","495538772","505164318","515094443","525330698","535866614","546697476","557800137","569140298","580691836","592259665","603445601","614823484","626361300","638003851","649918290","662072507","674425737","686928716","699517269","712792036","727447980","742296365","757288709","772401206","787588065","802845939","818183616","833710561","849386664","865355188","881760717","898216306","914623788","930920866","947036118","962976709","978775258","994492149","1010086912","1025021275","1038823510","1052316232","1065387999","1077998859","1090131408","1101778773","1112927344","1123593161","1133760097","1143403329","1152344627","1160872625","1168976369","1176700584","1184090358","1191085806","1197635168","1203683978","",
"Saudi Arabia","SAU","Rural population","SP.RUR.TOTL","2809496","2853084","2900467","2935250","2952685","2965806","2974006","2978631","2981947","2987269","2995877","3008341","3023427","3039696","3054330","3090293","3129207","3166447","3205818","3252645","3308670","3373910","3442478","3506477","3556754","3588438","3600277","3670789","3727283","3770878","3801465","3820317","3827943","3874886","3929043","3975653","4014238","4046971","4078724","4116452","4164178","4224202","4294774","4372310","4452116","4530076","4604702","4677535","4750806","4828873","4912829","5002815","5096327","5187065","5268256","5334912","5385143","5420978","5444563","5460690","",
"Sudan","SDN","Rural population","SP.RUR.TOTL","6733760","6896814","7064677","7237343","7414802","7597272","7784816","7977441","8174874","8376835","8582855","8792455","9005665","9239855","9533732","9843672","10170523","10513207","10869539","11236568","11611922","11996853","12391186","12740966","13009366","13262686","13494805","13707992","13915958","14138098","14383365","14657435","14948061","15290317","15828380","16328528","16781638","17195819","17589094","17988344","18411999","18867054","19346733","19840481","20332037","20810455","21272629","21724979","22177540","22637503","23114414","23611112","24124604","24650651","25183363","25717184","26251095","26785832","27320646","27856005","",
"Senegal","SEN","Rural population","SP.RUR.TOTL","2469197","2516110","2563711","2612181","2661657","2712401","2764090","2816479","2869803","2924449","2980253","3039688","3100398","3160484","3217138","3268833","3319056","3382596","3445787","3512712","3586123","3666881","3754103","3846661","3942787","4041408","4141881","4244334","4350268","4473039","4598875","4727905","4859576","4991916","5121992","5248338","5370088","5488479","5605486","5724297","5847288","5975095","6107797","6230218","6344870","6463985","6587601","6715981","6849042","6986715","7128542","7274429","7424301","7577712","7734300","7892486","8052124","8212362","8372370","8530658","",
"Singapore","SGP","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Solomon Islands","SLB","Rural population","SP.RUR.TOTL","111051","114049","117136","120314","123567","126904","130305","133796","137453","141406","145961","151277","157024","163094","169374","175754","182001","187968","193972","200032","206163","212376","218628","224880","231057","237121","243043","249258","255747","262373","269212","276288","283581","291084","298768","306596","314579","322710","330976","339356","347406","355261","363163","371020","378694","386122","393238","400133","407027","414262","422035","430466","439457","448881","458532","468261","478063","487930","497811","507659","",
"Sierra Leone","SLE","Rural population","SP.RUR.TOTL","1915480","1931219","1947635","1964298","1980438","1997069","2014114","2031610","2049539","2068006","2086968","2106404","2126252","2146523","2167021","2194982","2229523","2265201","2301903","2339533","2378080","2416283","2454046","2493532","2537605","2587726","2650617","2723526","2793798","2849669","2883355","2892511","2881671","2859060","2836177","2822148","2817594","2822064","2841655","2883410","2951272","3048929","3172678","3310377","3445368","3561316","3654757","3732200","3798111","3859864","3922775","3987300","4051580","4115917","4179972","4243693","4307305","4370548","4432882","4493849","",
"El Salvador","SLV","Rural population","SP.RUR.TOTL","1705328","1749890","1798931","1849909","1902120","1955010","2008224","2061765","2115574","2169817","2224447","2279227","2318722","2357036","2393686","2428376","2461088","2491793","2519885","2544908","2566490","2584606","2599475","2611867","2622565","2632454","2641484","2649612","2657291","2665101","2673300","2682104","2691100","2667438","2630565","2589831","2545223","2497507","2446657","2433969","2419235","2402571","2384020","2364004","2342835","2321110","2298803","2272949","2227179","2181668","2136405","2091409","2046850","2002887","1959422","1916513","1874999","1834988","1796332","1758851","",
"San Marino","SMR","Rural population","SP.RUR.TOTL","7886","7918","7948","7972","7984","7986","7975","7949","7903","7831","7727","7313","6881","6448","6035","5655","5309","4974","4649","4336","4028","3730","3441","3168","2910","2669","2445","2236","2261","2286","2316","2348","2383","2309","2236","2161","2087","2013","1939","1869","1802","1738","1712","1721","1692","1627","1563","1501","1441","1384","1330","1279","1229","1182","1134","1085","1035","986","937","891","",
"Somalia","SOM","Rural population","SP.RUR.TOTL","2278858","2312220","2346167","2380896","2417343","2455872","2499609","2549349","2598415","2637761","2663409","2665007","2650382","2654595","2723653","2890895","3177223","3553632","3963968","4330762","4600114","4751745","4805370","4795763","4775560","4782557","4828025","4897810","4975888","5042357","5082274","5091312","5080578","5069090","5082153","5137390","5240744","5384900","5557762","5741348","5922496","6098424","6271836","6403967","6530866","6653503","6770496","7268116","7292947","7306567","7309433","7302018","7431198","7561665","7694528","7830601","7970045","8112863","8258837","8408044","",
"Serbia","SRB","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3763187","3740395","3748201","3756954","3756869","3686784","3666063","3638876","3608149","3578297","3550045","3527214","3507248","3483188","3458352","3431459","3401540","3371315","3340676","3311055","3281657","3239791","3213956","3190260","3167188","3143538","3119072","3093250","3065922","3037732","",
"Sub-Saharan Africa (excluding high income)","SSA","Rural population","SP.RUR.TOTL","193394410","197236348","201221202","205312568","209503592","213799021","218235990","222791366","227476491","232308663","237360946","242506703","247800281","253270880","258941567","264772084","270750403","276946148","283303967","290029664","296997246","303915413","310956328","318074714","325224117","332369452","339598234","346973742","354442678","361981886","369415803","377271724","385215249","393278081","401721966","410379379","419201575","428125050","437257875","446552048","456002456","465183161","474445690","483879820","493518319","503332363","513450671","524169716","534432135","544864607","555417433","566097454","577049015","588137951","599301785","610513771","621764970","633033745","644286162","655492985","",
"South Sudan","SSD","Rural population","SP.RUR.TOTL","2594043","2642616","2693564","2746852","2802610","2860879","2921672","2985132","3051275","3120299","3192367","3267586","3346190","3428252","3514011","3603585","3695612","3790070","3889785","3998763","4119027","4251166","4391626","4521831","4624497","4706817","4770785","4817614","4838183","4821695","4763422","4657336","4514307","4375382","4306376","4305690","4386574","4539134","4741933","4962149","5176246","5375396","5567212","5764171","5985422","6243218","6540453","6866642","7203169","7523988","7810170","8058027","8271244","8448156","8588930","8695542","8764369","8799964","8822993","8860863","",
"Sub-Saharan Africa","SSF","Rural population","SP.RUR.TOTL","193852416","197703770","201696462","205794621","209991467","214291872","218733005","223291825","227979729","232814111","237868093","243014961","248309187","253788479","259468238","265308432","271296680","277502625","283869500","290606925","297586190","304515199","311565448","318691294","325843891","332991126","340221413","347599551","355069413","362610067","370045037","377909168","385862132","393934303","402389214","411053920","419884520","428817872","437959665","447264397","456723104","465910396","475180114","484619971","494263871","504083420","514207023","524930650","535197701","545633339","556190119","566871280","577826329","588918656","600085476","611300373","622553374","633823798","645077217","656284579","",
"Small states","SST","Rural population","SP.RUR.TOTL","10035088","10158734","10282400","10404948","10523736","10637922","10747794","10860056","10970534","11079676","11189389","11301893","11414086","11526339","11630409","11731489","11828341","11930674","12034456","12148979","12272355","12421052","12577448","12752701","12923906","13090357","13246990","13387750","13516129","13638142","13752425","13870963","14014940","14159718","14305185","14436264","14558996","14681512","14800012","14916166","15021117","15113811","15203402","15289174","15378752","15474255","15577579","15668267","15757538","15845402","15932339","16015451","16108370","16210688","16314330","16421176","16529478","16639638","16748010","16849378","",
